Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"A BSP model graph processing system on many cores","Cluster Computing","","20","2","10.1007/s10586-017-0829-0","Siyan LaiGuangda LaiFangzhou LuGuojun ShenJing JinXiaola Lin","2017","http://link.springer.com/article/10.1007/s10586-017-0829-0","Article"
"H.264/AVC inter prediction on accelerator-based multi-core systems","Multimedia Tools and Applications","","66","3","10.1007/s11042-012-1056-6","Rafael Rodríguez-SánchezJosé Luis MartínezGerardo Fernández-EscribanoJosé Luis SánchezJosé Manuel Claver","2013","http://link.springer.com/article/10.1007/s11042-012-1056-6","Article"
"Algorithmic Skeletons and Parallel Design Patterns in Mainstream Parallel Programming","International Journal of Parallel Programming","","49","2","10.1007/s10766-020-00684-w","Marco DaneluttoGabriele MencagliMassimo TorquatiHoracio González–VélezPeter Kilpatrick","2021","http://link.springer.com/article/10.1007/s10766-020-00684-w","Article"
"CUDASW++2.0: enhanced Smith-Waterman protein database search on CUDA-enabled GPUs based on SIMT and virtualized SIMD abstractions","BMC Research Notes","","3","1","10.1186/1756-0500-3-93","Yongchao LiuBertil SchmidtDouglas L Maskell","2010","http://link.springer.com/article/10.1186/1756-0500-3-93","Article"
"Toward a BLAS library truly portable across different accelerator types","The Journal of Supercomputing","","75","11","10.1007/s11227-019-02925-3","Eduardo Rodriguez-GutiezAna Moreton-FernandezArturo Gonzalez-EscribanoDiego R. Llanos","2019","http://link.springer.com/article/10.1007/s11227-019-02925-3","Article"
"Solving finite difference linear systems on GPUs: CUDA based Parallel Explicit Preconditioned Biconjugate Conjugate Gradient type Methods","The Journal of Supercomputing","","61","3","10.1007/s11227-011-0619-z","G. A. GravvanisC. K. Filelis-PapadopoulosK. M. Giannoutakis","2012","http://link.springer.com/article/10.1007/s11227-011-0619-z","Article"
"Data Layout Transformation Exploiting Memory-Level Parallelism in Structured Grid Many-Core Applications","International Journal of Parallel Programming","","40","1","10.1007/s10766-011-0182-5","I-Jui SungNasser AnssariJohn A. StrattonWen-Mei W. Hwu","2012","http://link.springer.com/article/10.1007/s10766-011-0182-5","Article"
"Speeding up the log-polar transform with inexpensive parallel hardware: graphics units and multi-core architectures","Journal of Real-Time Image Processing","","10","3","10.1007/s11554-012-0281-6","Marco AntonelliFrancisco D. IgualFrancisco RamosV. Javier Traver","2015","http://link.springer.com/article/10.1007/s11554-012-0281-6","Article"
"Dynamic load balancing on heterogeneous clusters for parallel ant colony optimization","Cluster Computing","","19","1","10.1007/s10586-016-0534-4","Antonio LlanesJosé M. CeciliaAntonia SánchezJosé M. GarcíaMartyn AmosManuel Ujaldón","2016","http://link.springer.com/article/10.1007/s10586-016-0534-4","Article"
"A framework for accelerating local feature extraction with OpenCL on multi-core CPUs and co-processors","Journal of Real-Time Image Processing","","16","4","10.1007/s11554-016-0576-0","Konrad MorenDiana Göhringer","2019","http://link.springer.com/article/10.1007/s11554-016-0576-0","Article"
"Emerging Architectures Enable to Boost Massively Parallel Data Mining Using Adaptive Sparse Grids","International Journal of Parallel Programming","","41","3","10.1007/s10766-012-0202-0","Alexander HeineckeDirk Pflüger","2013","http://link.springer.com/article/10.1007/s10766-012-0202-0","Article"
"A dynamic acceleration method for remote sensing image processing based on CUDA","Wireless Networks","","27","6","10.1007/s11276-021-02715-x","Xianyu ZuoZhe ZhangBaojun QiaoJunfeng TianLiming ZhouYunzhou Zhang","2021","http://link.springer.com/article/10.1007/s11276-021-02715-x","Article"
"A first look at integrated GPUs for green high-performance computing","Computer Science - Research and Development","","25","3 - 4","10.1007/s00450-010-0128-y","T. R. W. ScoglandH. LinW. Feng","2010","http://link.springer.com/article/10.1007/s00450-010-0128-y","Article"
"A survey on partitioning models, solution algorithms and algorithm parallelization for hardware/software co-design","Design Automation for Embedded Systems","","23","1 - 2","10.1007/s10617-019-09220-7","Neng HouXiaohu YanFazhi He","2019","http://link.springer.com/article/10.1007/s10617-019-09220-7","Article"
"Multiscale and local search methods for real time region tracking with particle filters: local search driven by adaptive scale estimation on GPUs","Machine Vision and Applications","","21","1","10.1007/s00138-008-0140-4","Raúl CabidoAntonio S. MontemayorJuan José PantrigoBryson R. Payne","2008","http://link.springer.com/article/10.1007/s00138-008-0140-4","Article"
"Systolic genetic search, a systolic computing-based metaheuristic","Soft Computing","","19","7","10.1007/s00500-014-1363-0","Martín PedemonteFrancisco LunaEnrique Alba","2015","http://link.springer.com/article/10.1007/s00500-014-1363-0","Article"
"CRState: checkpoint/restart of OpenCL program for in-kernel applications","The Journal of Supercomputing","","77","6","10.1007/s11227-020-03460-2","Genlang ChenJiajian ZhangZufang ZhuQiangqiang JiangHai JiangChaoyi Pang","2021","http://link.springer.com/article/10.1007/s11227-020-03460-2","Article"
"Parallel probabilistic model checking on general purpose graphics processors","International Journal on Software Tools for Technology Transfer","","13","1","10.1007/s10009-010-0176-4","Dragan BošnačkiStefan EdelkampDamian SulewskiAnton Wijs","2011","http://link.springer.com/article/10.1007/s10009-010-0176-4","Article"
"Mapping of option pricing algorithms onto heterogeneous many-core architectures","The Journal of Supercomputing","","73","9","10.1007/s11227-017-1968-z","Shuai ZhangZhao WangYing PengBertil SchmidtWeiguo Liu","2017","http://link.springer.com/article/10.1007/s11227-017-1968-z","Article"
"Evaluating the SAT problem on P systems for different high-performance architectures","The Journal of Supercomputing","","69","1","10.1007/s11227-014-1150-9","José M. CeciliaJosé M. GarcíaGinés D. GuerreroManuel Ujaldón","2014","http://link.springer.com/article/10.1007/s11227-014-1150-9","Article"
"Exploiting OpenMP and OpenACC to accelerate a geometric approach to molecular docking in heterogeneous HPC nodes","The Journal of Supercomputing","","75","7","10.1007/s11227-019-02875-w","Emanuele VitaliDavide GadioliGianluca PalermoAndrea BeccariCarlo CavazzoniCristina Silvano","2019","http://link.springer.com/article/10.1007/s11227-019-02875-w","Article"
"A quantitative evaluation of unified memory in GPUs","The Journal of Supercomputing","","76","4","10.1007/s11227-019-03079-y","Qi YuBruce ChildersLibo HuangCheng QianZhiying Wang","2020","http://link.springer.com/article/10.1007/s11227-019-03079-y","Article"
"Accelerated bulk memory operations on heterogeneous multi-core systems","The Journal of Supercomputing","","74","12","10.1007/s11227-018-2589-x","JongHyuk LeeWeidong ShiJoonMin Gil","2018","http://link.springer.com/article/10.1007/s11227-018-2589-x","Article"
"A study of graphics hardware accelerated particle swarm optimization with digital pheromones","Structural and Multidisciplinary Optimization","","51","6","10.1007/s00158-014-1215-7","Vijay KalivarapuEliot Winer","2015","http://link.springer.com/article/10.1007/s00158-014-1215-7","Article"
"A Fuzzy Neural Network Based Dynamic Data Allocation Model on Heterogeneous Multi-GPUs for Large-scale Computations","International Journal of Automation and Computing","","15","2","10.1007/s11633-018-1120-4","Chao-Long ZhangYuan-Ping XuZhi-Jie XuJia HeJing WangJian-Hua Adu","2018","http://link.springer.com/article/10.1007/s11633-018-1120-4","Article"
"On the effect of using rCUDA to provide CUDA acceleration to Xen virtual machines","Cluster Computing","","22","1","10.1007/s10586-018-2845-0","Javier PradesCarlos ReañoFederico Silla","2019","http://link.springer.com/article/10.1007/s10586-018-2845-0","Article"
"DecGPU: distributed error correction on massively parallel graphics processing units using CUDA and MPI","BMC Bioinformatics","","12","1","10.1186/1471-2105-12-85","Yongchao LiuBertil SchmidtDouglas L Maskell","2011","http://link.springer.com/article/10.1186/1471-2105-12-85","Article"
"GPU-based normalized cuts for road extraction using satellite imagery","Journal of Earth System Science","","123","8","10.1007/s12040-014-0513-1","J SENTHILNATHS SINDHUS N OMKAR","2014","http://link.springer.com/article/10.1007/s12040-014-0513-1","Article"
"Object oriented framework for real-time image processing on GPU","Multimedia Tools and Applications","","70","3","10.1007/s11042-013-1440-x","Nicolas SeillerWilliemNitin SinghalIn Kyu Park","2014","http://link.springer.com/article/10.1007/s11042-013-1440-x","Article"
"Vectorized algorithm for multidimensional Monte Carlo integration on modern GPU, CPU and MIC architectures","The Journal of Supercomputing","","74","2","10.1007/s11227-017-2172-x","Przemysław Stpiczyński","2018","http://link.springer.com/article/10.1007/s11227-017-2172-x","Article"
"Software for numerical simulation of convection in spherical shells for hybrid CPU/GPU computing systems","Mathematical Models and Computer Simulations","","7","3","10.1134/S2070048215030047","I. V. BychinV. A. GalkinT. V. GavrilenkoA. V. GorelikovA. V. Ryakhovsky","2015","http://link.springer.com/article/10.1134/S2070048215030047","Article"
"GPU-accelerated denoising of 3D magnetic resonance images","Journal of Real-Time Image Processing","","13","4","10.1007/s11554-014-0436-8","Mark HowisonE. Wes Bethel","2017","http://link.springer.com/article/10.1007/s11554-014-0436-8","Article"
"Parallel regressions for variable selection using GPU","Computing","","99","3","10.1007/s00607-016-0487-8","Lauro Cássio Martins de PaulaAnderson S. SoaresTelma W. L. SoaresArlindo R. G. FilhoClarimar J. CoelhoAlexandre C. B. DelbemWellington S. Martins","2017","http://link.springer.com/article/10.1007/s00607-016-0487-8","Article"
"CPU/GPU computing for a multi-block structured grid based high-order flow solver on a large heterogeneous system","Cluster Computing","","17","2","10.1007/s10586-013-0332-1","Wei CaoChuan-fu XuZheng-hua WangLu YaoHua-yong Liu","2014","http://link.springer.com/article/10.1007/s10586-013-0332-1","Article"
"A performance- and energy-oriented extended tuning process for time-step-based scientific applications","The Journal of Supercomputing","","77","4","10.1007/s11227-020-03402-y","Natalia KalinnikRobert KieselThomas RauberMarcel RichterGudula Rünger","2021","http://link.springer.com/article/10.1007/s11227-020-03402-y","Article"
"A fast single-image super-resolution method implemented with CUDA","Journal of Real-Time Image Processing","","16","1","10.1007/s11554-018-0774-z","Yuan YuanXiaomin YangWei WuHu LiYiguang LiuKai Liu","2019","http://link.springer.com/article/10.1007/s11554-018-0774-z","Article"
"Parallel Implementations of the Cooperative Particle Swarm Optimization on Many-core and Multi-core Architectures","International Journal of Parallel Programming","","44","6","10.1007/s10766-015-0368-3","Nadia NedjahRogério de M. CalazanLuiza de Macedo MourelleChao Wang","2016","http://link.springer.com/article/10.1007/s10766-015-0368-3","Article"
"CUDA-NP: Realizing Nested Thread-Level Parallelism in GPGPU Applications","Journal of Computer Science and Technology","","30","1","10.1007/s11390-015-1500-y","Yi YangChao LiHuiyang Zhou","2015","http://link.springer.com/article/10.1007/s11390-015-1500-y","Article"
"An experimental evaluation of extreme learning machines on several hardware devices","Neural Computing and Applications","","32","18","10.1007/s00521-019-04481-6","Liang LiGuoren WangGang WuQi Zhang","2020","http://link.springer.com/article/10.1007/s00521-019-04481-6","Article"
"Android
                
                  
                
                $$^\mathrm{TM}$$
                
                  
                    
                      
                      TM
                    
                  
                
               development and performance analysis","The Journal of Supercomputing","","70","2","10.1007/s11227-014-1119-8","Alejandro AcostaFrancisco Almeida","2014","http://link.springer.com/article/10.1007/s11227-014-1119-8","Article"
"Effect of baffles on the flow hydrodynamics of dual-Rushton turbine stirred tank bioreactor—a CFD study","Brazilian Journal of Chemical Engineering","","38","4","10.1007/s43153-021-00176-5","Alankar AgarwalGurveer SinghAkshay Prakash","2021","http://link.springer.com/article/10.1007/s43153-021-00176-5","Article"
"Finding the Next Computational Model: Experience with the UCSC Kestrel","Journal of Signal Processing Systems","","53","1 - 2","10.1007/s11265-007-0130-1","Richard HugheyAndrea Di Blas","2008","http://link.springer.com/article/10.1007/s11265-007-0130-1","Article"
"PPModel: a modeling tool for source code maintenance and optimization of parallel programs","The Journal of Supercomputing","","62","3","10.1007/s11227-012-0821-7","Ferosh JacobJeff GrayJeffrey C. CarverMarjan MernikPurushotham Bangalore","2012","http://link.springer.com/article/10.1007/s11227-012-0821-7","Article"
"Parallel programming for multimedia applications","Multimedia Tools and Applications","","51","2","10.1007/s11042-010-0656-2","Hari KalvaAleksandar ColicAdriana GarciaBorko Furht","2011","http://link.springer.com/article/10.1007/s11042-010-0656-2","Article"
"The experience of using DVM and SAPFOR systems in semi automatic parallelization of an application for 3D modeling in geophysics","The Journal of Supercomputing","","75","12","10.1007/s11227-018-2551-y","Nikita KataevAlexander Kolganov","2019","http://link.springer.com/article/10.1007/s11227-018-2551-y","Article"
"Status and future perspectives for lattice gauge theory calculations to the exascale and beyond","The European Physical Journal A","","55","11","10.1140/epja/i2019-12919-7","Bálint JoóChulwoo JungNorman H. ChristWilliam DetmoldRobert G. EdwardsMartin SavagePhiala Shanahan","2019","http://link.springer.com/article/10.1140/epja/i2019-12919-7","Article"
